nat,inside,start_port,end_port
5.38.72.78,10.48.9.78,26479,28175
5.38.72.78,10.48.10.78,28176,29872
5.38.72.78,10.48.11.78,29873,31569
5.38.72.78,10.48.12.78,31570,33266
5.38.72.78,10.48.13.78,33267,34963
5.38.72.78,10.48.14.78,34964,36660
5.38.72.78,10.48.15.78,36661,38357
5.38.72.78,10.48.16.78,38358,40054
5.38.72.78,10.48.17.78,40055,41751
5.38.72.78,10.48.18.78,41752,43448
5.38.72.78,10.48.19.78,43449,45145
5.38.72.78,10.48.20.78,45146,46842
5.38.72.78,10.48.21.78,46843,48539
5.38.72.78,10.48.22.78,48540,50236
5.38.72.78,10.48.23.78,50237,51933
5.38.72.78,10.48.24.78,51934,53630
5.38.72.78,10.48.25.78,53631,55327
5.38.72.78,10.48.26.78,55328,57024
5.38.72.78,10.48.27.78,57025,58721
5.38.72.78,10.48.28.78,58722,60418
5.38.72.78,10.48.29.78,60419,62115
5.38.72.78,10.48.30.78,62116,63812
5.38.72.78,10.48.31.78,63813,65509
5.38.72.79,10.11.4.79,1024,2720
5.38.72.79,10.11.5.79,2721,4417
5.38.72.79,10.11.6.79,4418,6114
5.38.72.79,10.11.7.79,6115,7811
5.38.72.79,10.11.8.79,7812,9508
5.38.72.79,10.11.9.79,9509,11205
5.38.72.79,10.11.10.79,11206,12902
5.38.72.79,10.11.11.79,12903,14599
5.38.72.79,10.11.12.79,14600,16296
5.38.72.79,10.11.13.79,16297,17993
5.38.72.79,10.11.14.79,17994,19690
5.38.72.79,10.11.15.79,19691,21387
5.38.72.79,10.48.0.79,21388,23084
5.38.72.79,10.48.1.79,23085,24781
5.38.72.79,10.48.8.79,24782,26478
5.38.72.79,10.48.9.79,26479,28175
5.38.72.79,10.48.10.79,28176,29872
5.38.72.79,10.48.11.79,29873,31569
5.38.72.79,10.48.12.79,31570,33266
5.38.72.79,10.48.13.79,33267,34963
5.38.72.79,10.48.14.79,34964,36660
5.38.72.79,10.48.15.79,36661,38357
5.38.72.79,10.48.16.79,38358,40054
5.38.72.79,10.48.17.79,40055,41751
5.38.72.79,10.48.18.79,41752,43448
5.38.72.79,10.48.19.79,43449,45145
5.38.72.79,10.48.20.79,45146,46842
5.38.72.79,10.48.21.79,46843,48539
5.38.72.79,10.48.22.79,48540,50236
5.38.72.79,10.48.23.79,50237,51933
5.38.72.79,10.48.24.79,51934,53630
5.38.72.79,10.48.25.79,53631,55327
5.38.72.79,10.48.26.79,55328,57024
5.38.72.79,10.48.27.79,57025,58721
5.38.72.79,10.48.28.79,58722,60418
5.38.72.79,10.48.29.79,60419,62115
5.38.72.79,10.48.30.79,62116,63812
5.38.72.79,10.48.31.79,63813,65509
5.38.72.80,10.11.4.80,1024,2720
5.38.72.80,10.11.5.80,2721,4417
5.38.72.80,10.11.6.80,4418,6114
5.38.72.80,10.11.7.80,6115,7811
5.38.72.80,10.11.8.80,7812,9508
5.38.72.80,10.11.9.80,9509,11205
5.38.72.80,10.11.10.80,11206,12902
5.38.72.80,10.11.11.80,12903,14599
5.38.72.80,10.11.12.80,14600,16296
5.38.72.80,10.11.13.80,16297,17993
5.38.72.80,10.11.14.80,17994,19690
5.38.72.80,10.11.15.80,19691,21387
5.38.72.80,10.48.0.80,21388,23084
5.38.72.80,10.48.1.80,23085,24781
5.38.72.80,10.48.8.80,24782,26478
5.38.72.80,10.48.9.80,26479,28175
5.38.72.80,10.48.10.80,28176,29872
5.38.72.80,10.48.11.80,29873,31569
5.38.72.80,10.48.12.80,31570,33266
5.38.72.80,10.48.13.80,33267,34963
5.38.72.80,10.48.14.80,34964,36660
5.38.72.80,10.48.15.80,36661,38357
5.38.72.80,10.48.16.80,38358,40054
5.38.72.80,10.48.17.80,40055,41751
5.38.72.80,10.48.18.80,41752,43448
5.38.72.80,10.48.19.80,43449,45145
5.38.72.80,10.48.20.80,45146,46842
5.38.72.80,10.48.21.80,46843,48539
5.38.72.80,10.48.22.80,48540,50236
5.38.72.80,10.48.23.80,50237,51933
5.38.72.80,10.48.24.80,51934,53630
5.38.72.80,10.48.25.80,53631,55327
5.38.72.80,10.48.26.80,55328,57024
5.38.72.80,10.48.27.80,57025,58721
5.38.72.80,10.48.28.80,58722,60418
5.38.72.80,10.48.29.80,60419,62115
5.38.72.80,10.48.30.80,62116,63812
5.38.72.80,10.48.31.80,63813,65509
5.38.72.81,10.11.4.81,1024,2720
5.38.72.81,10.11.5.81,2721,4417
5.38.72.81,10.11.6.81,4418,6114
5.38.72.81,10.11.7.81,6115,7811
5.38.72.81,10.11.8.81,7812,9508
5.38.72.81,10.11.9.81,9509,11205
5.38.72.81,10.11.10.81,11206,12902
5.38.72.81,10.11.11.81,12903,14599
5.38.72.81,10.11.12.81,14600,16296
5.38.72.81,10.11.13.81,16297,17993
5.38.72.81,10.11.14.81,17994,19690
5.38.72.81,10.11.15.81,19691,21387
5.38.72.81,10.48.0.81,21388,23084
5.38.72.81,10.48.1.81,23085,24781
5.38.72.81,10.48.8.81,24782,26478
5.38.72.81,10.48.9.81,26479,28175
5.38.72.81,10.48.10.81,28176,29872
5.38.72.81,10.48.11.81,29873,31569
5.38.72.81,10.48.12.81,31570,33266
5.38.72.81,10.48.13.81,33267,34963
5.38.72.81,10.48.14.81,34964,36660
5.38.72.81,10.48.15.81,36661,38357
5.38.72.81,10.48.16.81,38358,40054
5.38.72.81,10.48.17.81,40055,41751
5.38.72.81,10.48.18.81,41752,43448
5.38.72.81,10.48.19.81,43449,45145
5.38.72.81,10.48.20.81,45146,46842
5.38.72.81,10.48.21.81,46843,48539
5.38.72.81,10.48.22.81,48540,50236
5.38.72.81,10.48.23.81,50237,51933
5.38.72.81,10.48.24.81,51934,53630
5.38.72.81,10.48.25.81,53631,55327
5.38.72.81,10.48.26.81,55328,57024
5.38.72.81,10.48.27.81,57025,58721
5.38.72.81,10.48.28.81,58722,60418
5.38.72.81,10.48.29.81,60419,62115
5.38.72.81,10.48.30.81,62116,63812
5.38.72.81,10.48.31.81,63813,65509
5.38.72.82,10.11.4.82,1024,2720
5.38.72.82,10.11.5.82,2721,4417
5.38.72.82,10.11.6.82,4418,6114
5.38.72.82,10.11.7.82,6115,7811
5.38.72.82,10.11.8.82,7812,9508
5.38.72.82,10.11.9.82,9509,11205
5.38.72.82,10.11.10.82,11206,12902
5.38.72.82,10.11.11.82,12903,14599
5.38.72.82,10.11.12.82,14600,16296
5.38.72.82,10.11.13.82,16297,17993
5.38.72.82,10.11.14.82,17994,19690
5.38.72.82,10.11.15.82,19691,21387
5.38.72.82,10.48.0.82,21388,23084
5.38.72.82,10.48.1.82,23085,24781
5.38.72.82,10.48.8.82,24782,26478
5.38.72.82,10.48.9.82,26479,28175
5.38.72.82,10.48.10.82,28176,29872
5.38.72.82,10.48.11.82,29873,31569
5.38.72.82,10.48.12.82,31570,33266
5.38.72.82,10.48.13.82,33267,34963
5.38.72.82,10.48.14.82,34964,36660
5.38.72.82,10.48.15.82,36661,38357
5.38.72.82,10.48.16.82,38358,40054
5.38.72.82,10.48.17.82,40055,41751
5.38.72.82,10.48.18.82,41752,43448
5.38.72.82,10.48.19.82,43449,45145
5.38.72.82,10.48.20.82,45146,46842
5.38.72.82,10.48.21.82,46843,48539
5.38.72.82,10.48.22.82,48540,50236
5.38.72.82,10.48.23.82,50237,51933
5.38.72.82,10.48.24.82,51934,53630
5.38.72.82,10.48.25.82,53631,55327
5.38.72.82,10.48.26.82,55328,57024
5.38.72.82,10.48.27.82,57025,58721
5.38.72.82,10.48.28.82,58722,60418
5.38.72.82,10.48.29.82,60419,62115
5.38.72.82,10.48.30.82,62116,63812
5.38.72.82,10.48.31.82,63813,65509
5.38.72.83,10.11.4.83,1024,2720
5.38.72.83,10.11.5.83,2721,4417
5.38.72.83,10.11.6.83,4418,6114
5.38.72.83,10.11.7.83,6115,7811
5.38.72.83,10.11.8.83,7812,9508
5.38.72.83,10.11.9.83,9509,11205
5.38.72.83,10.11.10.83,11206,12902
5.38.72.83,10.11.11.83,12903,14599
5.38.72.83,10.11.12.83,14600,16296
5.38.72.83,10.11.13.83,16297,17993
5.38.72.83,10.11.14.83,17994,19690
5.38.72.83,10.11.15.83,19691,21387
5.38.72.83,10.48.0.83,21388,23084
5.38.72.83,10.48.1.83,23085,24781
5.38.72.83,10.48.8.83,24782,26478
5.38.72.83,10.48.9.83,26479,28175
5.38.72.83,10.48.10.83,28176,29872
5.38.72.83,10.48.11.83,29873,31569
5.38.72.83,10.48.12.83,31570,33266
5.38.72.83,10.48.13.83,33267,34963
5.38.72.83,10.48.14.83,34964,36660
5.38.72.83,10.48.15.83,36661,38357
5.38.72.83,10.48.16.83,38358,40054
5.38.72.83,10.48.17.83,40055,41751
5.38.72.83,10.48.18.83,41752,43448
5.38.72.83,10.48.19.83,43449,45145
5.38.72.83,10.48.20.83,45146,46842
5.38.72.83,10.48.21.83,46843,48539
5.38.72.83,10.48.22.83,48540,50236
5.38.72.83,10.48.23.83,50237,51933
5.38.72.83,10.48.24.83,51934,53630
5.38.72.83,10.48.25.83,53631,55327
5.38.72.83,10.48.26.83,55328,57024
5.38.72.83,10.48.27.83,57025,58721
5.38.72.83,10.48.28.83,58722,60418
5.38.72.83,10.48.29.83,60419,62115
5.38.72.83,10.48.30.83,62116,63812
5.38.72.83,10.48.31.83,63813,65509
5.38.72.84,10.11.4.84,1024,2720
5.38.72.84,10.11.5.84,2721,4417
5.38.72.84,10.11.6.84,4418,6114
5.38.72.84,10.11.7.84,6115,7811
5.38.72.84,10.11.8.84,7812,9508
5.38.72.84,10.11.9.84,9509,11205
5.38.72.84,10.11.10.84,11206,12902
5.38.72.84,10.11.11.84,12903,14599
5.38.72.84,10.11.12.84,14600,16296
5.38.72.84,10.11.13.84,16297,17993
5.38.72.84,10.11.14.84,17994,19690
5.38.72.84,10.11.15.84,19691,21387
5.38.72.84,10.48.0.84,21388,23084
5.38.72.84,10.48.1.84,23085,24781
5.38.72.84,10.48.8.84,24782,26478
5.38.72.84,10.48.9.84,26479,28175
5.38.72.84,10.48.10.84,28176,29872
5.38.72.84,10.48.11.84,29873,31569
5.38.72.84,10.48.12.84,31570,33266
5.38.72.84,10.48.13.84,33267,34963
5.38.72.84,10.48.14.84,34964,36660
5.38.72.84,10.48.15.84,36661,38357
5.38.72.84,10.48.16.84,38358,40054
5.38.72.84,10.48.17.84,40055,41751
5.38.72.84,10.48.18.84,41752,43448
5.38.72.84,10.48.19.84,43449,45145
5.38.72.84,10.48.20.84,45146,46842
5.38.72.84,10.48.21.84,46843,48539
5.38.72.84,10.48.22.84,48540,50236
5.38.72.84,10.48.23.84,50237,51933
5.38.72.84,10.48.24.84,51934,53630
5.38.72.84,10.48.25.84,53631,55327
5.38.72.84,10.48.26.84,55328,57024
5.38.72.84,10.48.27.84,57025,58721
5.38.72.84,10.48.28.84,58722,60418
5.38.72.84,10.48.29.84,60419,62115
5.38.72.84,10.48.30.84,62116,63812
5.38.72.84,10.48.31.84,63813,65509
5.38.72.85,10.11.4.85,1024,2720
5.38.72.85,10.11.5.85,2721,4417
5.38.72.85,10.11.6.85,4418,6114
5.38.72.85,10.11.7.85,6115,7811
5.38.72.85,10.11.8.85,7812,9508
5.38.72.85,10.11.9.85,9509,11205
5.38.72.85,10.11.10.85,11206,12902
5.38.72.85,10.11.11.85,12903,14599
5.38.72.85,10.11.12.85,14600,16296
5.38.72.85,10.11.13.85,16297,17993
5.38.72.85,10.11.14.85,17994,19690
5.38.72.85,10.11.15.85,19691,21387
5.38.72.85,10.48.0.85,21388,23084
5.38.72.85,10.48.1.85,23085,24781
5.38.72.85,10.48.8.85,24782,26478
5.38.72.85,10.48.9.85,26479,28175
5.38.72.85,10.48.10.85,28176,29872
5.38.72.85,10.48.11.85,29873,31569
5.38.72.85,10.48.12.85,31570,33266
5.38.72.85,10.48.13.85,33267,34963
5.38.72.85,10.48.14.85,34964,36660
5.38.72.85,10.48.15.85,36661,38357
5.38.72.85,10.48.16.85,38358,40054
5.38.72.85,10.48.17.85,40055,41751
5.38.72.85,10.48.18.85,41752,43448
5.38.72.85,10.48.19.85,43449,45145
5.38.72.85,10.48.20.85,45146,46842
5.38.72.85,10.48.21.85,46843,48539
5.38.72.85,10.48.22.85,48540,50236
5.38.72.85,10.48.23.85,50237,51933
5.38.72.85,10.48.24.85,51934,53630
5.38.72.85,10.48.25.85,53631,55327
5.38.72.85,10.48.26.85,55328,57024
5.38.72.85,10.48.27.85,57025,58721
5.38.72.85,10.48.28.85,58722,60418
5.38.72.85,10.48.29.85,60419,62115
5.38.72.85,10.48.30.85,62116,63812
5.38.72.85,10.48.31.85,63813,65509
5.38.72.86,10.11.4.86,1024,2720
5.38.72.86,10.11.5.86,2721,4417
5.38.72.86,10.11.6.86,4418,6114
5.38.72.86,10.11.7.86,6115,7811
5.38.72.86,10.11.8.86,7812,9508
5.38.72.86,10.11.9.86,9509,11205
5.38.72.86,10.11.10.86,11206,12902
5.38.72.86,10.11.11.86,12903,14599
5.38.72.86,10.11.12.86,14600,16296
5.38.72.86,10.11.13.86,16297,17993
5.38.72.86,10.11.14.86,17994,19690
5.38.72.86,10.11.15.86,19691,21387
5.38.72.86,10.48.0.86,21388,23084
5.38.72.86,10.48.1.86,23085,24781
5.38.72.86,10.48.8.86,24782,26478
5.38.72.86,10.48.9.86,26479,28175
5.38.72.86,10.48.10.86,28176,29872
5.38.72.86,10.48.11.86,29873,31569
5.38.72.86,10.48.12.86,31570,33266
5.38.72.86,10.48.13.86,33267,34963
5.38.72.86,10.48.14.86,34964,36660
5.38.72.86,10.48.15.86,36661,38357
5.38.72.86,10.48.16.86,38358,40054
5.38.72.86,10.48.17.86,40055,41751
5.38.72.86,10.48.18.86,41752,43448
5.38.72.86,10.48.19.86,43449,45145
5.38.72.86,10.48.20.86,45146,46842
5.38.72.86,10.48.21.86,46843,48539
5.38.72.86,10.48.22.86,48540,50236
5.38.72.86,10.48.23.86,50237,51933
5.38.72.86,10.48.24.86,51934,53630
5.38.72.86,10.48.25.86,53631,55327
5.38.72.86,10.48.26.86,55328,57024
5.38.72.86,10.48.27.86,57025,58721
5.38.72.86,10.48.28.86,58722,60418
5.38.72.86,10.48.29.86,60419,62115
5.38.72.86,10.48.30.86,62116,63812
5.38.72.86,10.48.31.86,63813,65509
5.38.72.87,10.11.4.87,1024,2720
5.38.72.87,10.11.5.87,2721,4417
5.38.72.87,10.11.6.87,4418,6114
5.38.72.87,10.11.7.87,6115,7811
5.38.72.87,10.11.8.87,7812,9508
5.38.72.87,10.11.9.87,9509,11205
5.38.72.87,10.11.10.87,11206,12902
5.38.72.87,10.11.11.87,12903,14599
5.38.72.87,10.11.12.87,14600,16296
5.38.72.87,10.11.13.87,16297,17993
5.38.72.87,10.11.14.87,17994,19690
5.38.72.87,10.11.15.87,19691,21387
5.38.72.87,10.48.0.87,21388,23084
5.38.72.87,10.48.1.87,23085,24781
5.38.72.87,10.48.8.87,24782,26478
5.38.72.87,10.48.9.87,26479,28175
5.38.72.87,10.48.10.87,28176,29872
5.38.72.87,10.48.11.87,29873,31569
5.38.72.87,10.48.12.87,31570,33266
5.38.72.87,10.48.13.87,33267,34963
5.38.72.87,10.48.14.87,34964,36660
5.38.72.87,10.48.15.87,36661,38357
5.38.72.87,10.48.16.87,38358,40054
5.38.72.87,10.48.17.87,40055,41751
5.38.72.87,10.48.18.87,41752,43448
5.38.72.87,10.48.19.87,43449,45145
5.38.72.87,10.48.20.87,45146,46842
5.38.72.87,10.48.21.87,46843,48539
5.38.72.87,10.48.22.87,48540,50236
5.38.72.87,10.48.23.87,50237,51933
5.38.72.87,10.48.24.87,51934,53630
5.38.72.87,10.48.25.87,53631,55327
5.38.72.87,10.48.26.87,55328,57024
5.38.72.87,10.48.27.87,57025,58721
5.38.72.87,10.48.28.87,58722,60418
5.38.72.87,10.48.29.87,60419,62115
5.38.72.87,10.48.30.87,62116,63812
5.38.72.87,10.48.31.87,63813,65509
5.38.72.88,10.11.4.88,1024,2720
5.38.72.88,10.11.5.88,2721,4417
5.38.72.88,10.11.6.88,4418,6114
5.38.72.88,10.11.7.88,6115,7811
5.38.72.88,10.11.8.88,7812,9508
5.38.72.88,10.11.9.88,9509,11205
5.38.72.88,10.11.10.88,11206,12902
5.38.72.88,10.11.11.88,12903,14599
5.38.72.88,10.11.12.88,14600,16296
5.38.72.88,10.11.13.88,16297,17993
5.38.72.88,10.11.14.88,17994,19690
5.38.72.88,10.11.15.88,19691,21387
5.38.72.88,10.48.0.88,21388,23084
5.38.72.88,10.48.1.88,23085,24781
5.38.72.88,10.48.8.88,24782,26478
5.38.72.88,10.48.9.88,26479,28175
5.38.72.88,10.48.10.88,28176,29872
5.38.72.88,10.48.11.88,29873,31569
5.38.72.88,10.48.12.88,31570,33266
5.38.72.88,10.48.13.88,33267,34963
5.38.72.88,10.48.14.88,34964,36660
5.38.72.88,10.48.15.88,36661,38357
5.38.72.88,10.48.16.88,38358,40054
5.38.72.88,10.48.17.88,40055,41751
5.38.72.88,10.48.18.88,41752,43448
5.38.72.88,10.48.19.88,43449,45145
5.38.72.88,10.48.20.88,45146,46842
5.38.72.88,10.48.21.88,46843,48539
5.38.72.88,10.48.22.88,48540,50236
5.38.72.88,10.48.23.88,50237,51933
5.38.72.88,10.48.24.88,51934,53630
5.38.72.88,10.48.25.88,53631,55327
5.38.72.88,10.48.26.88,55328,57024
5.38.72.88,10.48.27.88,57025,58721
5.38.72.88,10.48.28.88,58722,60418
5.38.72.88,10.48.29.88,60419,62115
5.38.72.88,10.48.30.88,62116,63812
5.38.72.88,10.48.31.88,63813,65509
5.38.72.89,10.11.4.89,1024,2720
5.38.72.89,10.11.5.89,2721,4417
5.38.72.89,10.11.6.89,4418,6114
5.38.72.89,10.11.7.89,6115,7811
5.38.72.89,10.11.8.89,7812,9508
5.38.72.89,10.11.9.89,9509,11205
5.38.72.89,10.11.10.89,11206,12902
5.38.72.89,10.11.11.89,12903,14599
5.38.72.89,10.11.12.89,14600,16296
5.38.72.89,10.11.13.89,16297,17993
5.38.72.89,10.11.14.89,17994,19690
5.38.72.89,10.11.15.89,19691,21387
5.38.72.89,10.48.0.89,21388,23084
5.38.72.89,10.48.1.89,23085,24781
5.38.72.89,10.48.8.89,24782,26478
5.38.72.89,10.48.9.89,26479,28175
5.38.72.89,10.48.10.89,28176,29872
5.38.72.89,10.48.11.89,29873,31569
5.38.72.89,10.48.12.89,31570,33266
5.38.72.89,10.48.13.89,33267,34963
5.38.72.89,10.48.14.89,34964,36660
5.38.72.89,10.48.15.89,36661,38357
5.38.72.89,10.48.16.89,38358,40054
5.38.72.89,10.48.17.89,40055,41751
5.38.72.89,10.48.18.89,41752,43448
5.38.72.89,10.48.19.89,43449,45145
5.38.72.89,10.48.20.89,45146,46842
5.38.72.89,10.48.21.89,46843,48539
5.38.72.89,10.48.22.89,48540,50236
5.38.72.89,10.48.23.89,50237,51933
5.38.72.89,10.48.24.89,51934,53630
5.38.72.89,10.48.25.89,53631,55327
5.38.72.89,10.48.26.89,55328,57024
5.38.72.89,10.48.27.89,57025,58721
5.38.72.89,10.48.28.89,58722,60418
5.38.72.89,10.48.29.89,60419,62115
5.38.72.89,10.48.30.89,62116,63812
5.38.72.89,10.48.31.89,63813,65509
5.38.72.90,10.11.4.90,1024,2720
5.38.72.90,10.11.5.90,2721,4417
5.38.72.90,10.11.6.90,4418,6114
5.38.72.90,10.11.7.90,6115,7811
5.38.72.90,10.11.8.90,7812,9508
5.38.72.90,10.11.9.90,9509,11205
5.38.72.90,10.11.10.90,11206,12902
5.38.72.90,10.11.11.90,12903,14599
5.38.72.90,10.11.12.90,14600,16296
5.38.72.90,10.11.13.90,16297,17993
5.38.72.90,10.11.14.90,17994,19690
5.38.72.90,10.11.15.90,19691,21387
5.38.72.90,10.48.0.90,21388,23084
5.38.72.90,10.48.1.90,23085,24781
5.38.72.90,10.48.8.90,24782,26478
5.38.72.90,10.48.9.90,26479,28175
5.38.72.90,10.48.10.90,28176,29872
5.38.72.90,10.48.11.90,29873,31569
5.38.72.90,10.48.12.90,31570,33266
5.38.72.90,10.48.13.90,33267,34963
5.38.72.90,10.48.14.90,34964,36660
5.38.72.90,10.48.15.90,36661,38357
5.38.72.90,10.48.16.90,38358,40054
5.38.72.90,10.48.17.90,40055,41751
5.38.72.90,10.48.18.90,41752,43448
5.38.72.90,10.48.19.90,43449,45145
5.38.72.90,10.48.20.90,45146,46842
5.38.72.90,10.48.21.90,46843,48539
5.38.72.90,10.48.22.90,48540,50236
5.38.72.90,10.48.23.90,50237,51933
5.38.72.90,10.48.24.90,51934,53630
5.38.72.90,10.48.25.90,53631,55327
5.38.72.90,10.48.26.90,55328,57024
5.38.72.90,10.48.27.90,57025,58721
5.38.72.90,10.48.28.90,58722,60418
5.38.72.90,10.48.29.90,60419,62115
5.38.72.90,10.48.30.90,62116,63812
5.38.72.90,10.48.31.90,63813,65509
5.38.72.91,10.11.4.91,1024,2720
5.38.72.91,10.11.5.91,2721,4417
5.38.72.91,10.11.6.91,4418,6114
5.38.72.91,10.11.7.91,6115,7811
5.38.72.91,10.11.8.91,7812,9508
5.38.72.91,10.11.9.91,9509,11205
5.38.72.91,10.11.10.91,11206,12902
5.38.72.91,10.11.11.91,12903,14599
5.38.72.91,10.11.12.91,14600,16296
5.38.72.91,10.11.13.91,16297,17993
5.38.72.91,10.11.14.91,17994,19690
5.38.72.91,10.11.15.91,19691,21387
5.38.72.91,10.48.0.91,21388,23084
5.38.72.91,10.48.1.91,23085,24781
5.38.72.91,10.48.8.91,24782,26478
5.38.72.91,10.48.9.91,26479,28175
5.38.72.91,10.48.10.91,28176,29872
5.38.72.91,10.48.11.91,29873,31569
5.38.72.91,10.48.12.91,31570,33266
5.38.72.91,10.48.13.91,33267,34963
5.38.72.91,10.48.14.91,34964,36660
5.38.72.91,10.48.15.91,36661,38357
5.38.72.91,10.48.16.91,38358,40054
5.38.72.91,10.48.17.91,40055,41751
5.38.72.91,10.48.18.91,41752,43448
5.38.72.91,10.48.19.91,43449,45145
5.38.72.91,10.48.20.91,45146,46842
5.38.72.91,10.48.21.91,46843,48539
5.38.72.91,10.48.22.91,48540,50236
5.38.72.91,10.48.23.91,50237,51933
5.38.72.91,10.48.24.91,51934,53630
5.38.72.91,10.48.25.91,53631,55327
5.38.72.91,10.48.26.91,55328,57024
5.38.72.91,10.48.27.91,57025,58721
5.38.72.91,10.48.28.91,58722,60418
5.38.72.91,10.48.29.91,60419,62115
5.38.72.91,10.48.30.91,62116,63812
5.38.72.91,10.48.31.91,63813,65509
5.38.72.92,10.11.4.92,1024,2720
5.38.72.92,10.11.5.92,2721,4417
5.38.72.92,10.11.6.92,4418,6114
5.38.72.92,10.11.7.92,6115,7811
5.38.72.92,10.11.8.92,7812,9508
5.38.72.92,10.11.9.92,9509,11205
5.38.72.92,10.11.10.92,11206,12902
5.38.72.92,10.11.11.92,12903,14599
5.38.72.92,10.11.12.92,14600,16296
5.38.72.92,10.11.13.92,16297,17993
5.38.72.92,10.11.14.92,17994,19690
5.38.72.92,10.11.15.92,19691,21387
5.38.72.92,10.48.0.92,21388,23084
5.38.72.92,10.48.1.92,23085,24781
5.38.72.92,10.48.8.92,24782,26478
5.38.72.92,10.48.9.92,26479,28175
5.38.72.92,10.48.10.92,28176,29872
5.38.72.92,10.48.11.92,29873,31569
5.38.72.92,10.48.12.92,31570,33266
5.38.72.92,10.48.13.92,33267,34963
5.38.72.92,10.48.14.92,34964,36660
5.38.72.92,10.48.15.92,36661,38357
5.38.72.92,10.48.16.92,38358,40054
5.38.72.92,10.48.17.92,40055,41751
5.38.72.92,10.48.18.92,41752,43448
5.38.72.92,10.48.19.92,43449,45145
5.38.72.92,10.48.20.92,45146,46842
5.38.72.92,10.48.21.92,46843,48539
5.38.72.92,10.48.22.92,48540,50236
5.38.72.92,10.48.23.92,50237,51933
5.38.72.92,10.48.24.92,51934,53630
5.38.72.92,10.48.25.92,53631,55327
5.38.72.92,10.48.26.92,55328,57024
5.38.72.92,10.48.27.92,57025,58721
5.38.72.92,10.48.28.92,58722,60418
5.38.72.92,10.48.29.92,60419,62115
5.38.72.92,10.48.30.92,62116,63812
5.38.72.92,10.48.31.92,63813,65509
5.38.72.93,10.11.4.93,1024,2720
5.38.72.93,10.11.5.93,2721,4417
5.38.72.93,10.11.6.93,4418,6114
5.38.72.93,10.11.7.93,6115,7811
5.38.72.93,10.11.8.93,7812,9508
5.38.72.93,10.11.9.93,9509,11205
5.38.72.93,10.11.10.93,11206,12902
5.38.72.93,10.11.11.93,12903,14599
5.38.72.93,10.11.12.93,14600,16296
5.38.72.93,10.11.13.93,16297,17993
5.38.72.93,10.11.14.93,17994,19690
5.38.72.93,10.11.15.93,19691,21387
5.38.72.93,10.48.0.93,21388,23084
5.38.72.93,10.48.1.93,23085,24781
5.38.72.93,10.48.8.93,24782,26478
5.38.72.93,10.48.9.93,26479,28175
5.38.72.93,10.48.10.93,28176,29872
5.38.72.93,10.48.11.93,29873,31569
5.38.72.93,10.48.12.93,31570,33266
5.38.72.93,10.48.13.93,33267,34963
5.38.72.93,10.48.14.93,34964,36660
5.38.72.93,10.48.15.93,36661,38357
5.38.72.93,10.48.16.93,38358,40054
5.38.72.93,10.48.17.93,40055,41751
5.38.72.93,10.48.18.93,41752,43448
5.38.72.93,10.48.19.93,43449,45145
5.38.72.93,10.48.20.93,45146,46842
5.38.72.93,10.48.21.93,46843,48539
5.38.72.93,10.48.22.93,48540,50236
5.38.72.93,10.48.23.93,50237,51933
5.38.72.93,10.48.24.93,51934,53630
5.38.72.93,10.48.25.93,53631,55327
5.38.72.93,10.48.26.93,55328,57024
5.38.72.93,10.48.27.93,57025,58721
5.38.72.93,10.48.28.93,58722,60418
5.38.72.93,10.48.29.93,60419,62115
5.38.72.93,10.48.30.93,62116,63812
5.38.72.93,10.48.31.93,63813,65509
5.38.72.94,10.11.4.94,1024,2720
5.38.72.94,10.11.5.94,2721,4417
5.38.72.94,10.11.6.94,4418,6114
5.38.72.94,10.11.7.94,6115,7811
5.38.72.94,10.11.8.94,7812,9508
5.38.72.94,10.11.9.94,9509,11205
5.38.72.94,10.11.10.94,11206,12902
5.38.72.94,10.11.11.94,12903,14599
5.38.72.94,10.11.12.94,14600,16296
5.38.72.94,10.11.13.94,16297,17993
5.38.72.94,10.11.14.94,17994,19690
5.38.72.94,10.11.15.94,19691,21387
5.38.72.94,10.48.0.94,21388,23084
5.38.72.94,10.48.1.94,23085,24781
5.38.72.94,10.48.8.94,24782,26478
5.38.72.94,10.48.9.94,26479,28175
5.38.72.94,10.48.10.94,28176,29872
5.38.72.94,10.48.11.94,29873,31569
5.38.72.94,10.48.12.94,31570,33266
5.38.72.94,10.48.13.94,33267,34963
5.38.72.94,10.48.14.94,34964,36660
5.38.72.94,10.48.15.94,36661,38357
5.38.72.94,10.48.16.94,38358,40054
5.38.72.94,10.48.17.94,40055,41751
5.38.72.94,10.48.18.94,41752,43448
5.38.72.94,10.48.19.94,43449,45145
5.38.72.94,10.48.20.94,45146,46842
5.38.72.94,10.48.21.94,46843,48539
5.38.72.94,10.48.22.94,48540,50236
5.38.72.94,10.48.23.94,50237,51933
5.38.72.94,10.48.24.94,51934,53630
5.38.72.94,10.48.25.94,53631,55327
5.38.72.94,10.48.26.94,55328,57024
5.38.72.94,10.48.27.94,57025,58721
5.38.72.94,10.48.28.94,58722,60418
5.38.72.94,10.48.29.94,60419,62115
5.38.72.94,10.48.30.94,62116,63812
5.38.72.94,10.48.31.94,63813,65509
5.38.72.95,10.11.4.95,1024,2720
5.38.72.95,10.11.5.95,2721,4417
5.38.72.95,10.11.6.95,4418,6114
5.38.72.95,10.11.7.95,6115,7811
